t_index	 term	 df 
8991	newsweek	3
8992	newswir	1
8993	next-door	2
8994	next-of-kin	1
8995	next-to-last	1
8996	nfl	1
8997	nga	4
8998	ngan	1
8999	ngo	2
9000	ngoc	2
9001	nguessan	2
9002	nguyen	4
9003	nhan	1
9004	nhema	1
9005	ni	10
9006	nic	1
9007	nicaragua	3
9008	nice	10
9009	niceti	1
9010	nich	1
9011	nichola	2
9012	nick	4
9013	nicknam	5
9014	nicodem	2
9015	nicol	3
9016	nicola	8
9017	nidal	1
9018	niec	1
9019	nielsen	1
9020	nien	2
9021	nieto	1
9022	nigeria	7
9023	nigerian	1
9024	night	196
9025	night-vis	1
9026	night:	1
9027	nightclub	3
9028	nightfal	3
9029	nightgown	2
9030	nightli	2
9031	nightmar	6
9032	nightmarish	1
9033	nighttim	5
9034	nighttime-in-cloud	1
9035	nikit	1
9036	nikol	2
9037	nikola	3
9038	niksic	2
9039	nimesh	1
9040	nina	5
9041	nine-hour	1
9042	nine-pag	1
9043	nine-point	1
9044	nine-stori	1
9045	nine-year-old	1
9046	nineti	1
9047	nino	1
9048	ninth	20
9049	nip	2
9050	nirmala	1
9051	nissan	3
9052	nitex	2
9053	nitrat	1
9054	nitty-gritti	1
9055	nixon	17
9056	nleomf	1
9057	no-show	1
9058	no-vot	1
9059	nobl	3
9060	nobleman	1
9061	nod	2
9062	noi	1
9063	nois	6
9064	noisi	1
9065	nolan	1
9066	noman	1
9067	nomin	17
9068	nomine	14
9069	non-classifi	1
9070	non-clear	1
9071	non-discrimin	1
9072	non-gover	1
9073	non-government	1
9074	non-jew	1
9075	non-jewish	1
9076	non-militari	1
9077	non-muslim	1
9078	non-saudi	1
9079	non-viol	1
9080	non-yemeni	9
9081	nonchalantli	1
9082	noncommiss	1
9083	nonessenti	3
9084	nonetheless	9
9085	nonexist	5
9086	nongovern	2
9087	nonneman	1
9088	nonpartisan	6
9089	nonpolit	2
9090	nonprofit	3
9091	nonsens	1
9092	nonspecif	1
9093	nonstat	1
9094	nonstop	4
9095	nonviol	7
9096	nonword	1
9097	noparolepelti	2
9098	norah	1
9099	norfolk	67
9100	norm	3
9101	normal	69
9102	normalci	1
9103	norman	19
9104	north	78
9105	northeast	10
9106	northeastern	6
9107	northern	59
9108	northern-bas	3
9109	northup	4
9110	northward	1
9111	northwest	17
9112	northwestern	3
9113	norton	1
9114	norwai	14
9115	norwegian	43
9116	norwegian-own	1
9117	nose	3
9118	nostalgia	1
9119	notabl	10
9120	notch	4
9121	note	69
9122	note:	1
9123	notebook	2
9124	notes:	1
9125	notic	19
9126	notif	1
9127	notifi	20
9128	notion	4
9129	notori	6
9130	notorieti	1
9131	notr	2
9132	notwithstand	2
9133	nov	38
9134	novel	2
9135	novelist	2
9136	novemb	34
9137	novi	4
9138	novic	1
9139	novost	1
9140	novosti	3
9141	now-$200000	1
9142	now-defunct	1
9143	now-demolish	1
9144	now-disqualifi	2
9145	now-fugit	1
9146	now-oust	3
9147	nowadai	1
9148	npr	9
9149	ntsb	5
9150	nuanc	1
9151	nuclear	48
9152	nuclear-pow	4
9153	nude	1
9154	nudg	3
9155	nuffer	1
9156	null	1
9157	nullifi	9
9158	numb	1
9159	number	144
9160	numbers:	1
9161	numer	21
9162	nun	1
9163	nuria	3
9164	nurs	8
9165	nurtur	2
9166	nuvajubhai	1
9167	nytim	1
9168	oa	2
9169	oakland	1
9170	oasi	2
9171	oath	13
9172	oath-tak	1
9173	oaxa	1
9174	obedi	2
9175	obei	9
9176	obituari	1
9177	object	36
9178	oblig	9
9179	obliqu	1
9180	obliter	2
9181	obrad	1
9182	obradov	3
9183	obrenovac	1
9184	obscen	2
9185	obscur	5
9186	observ	45
9187	observatori	1
9188	obsess	2
9189	obstacl	14
9190	obstinaci	1
9191	obstruct	3
9192	obstructionist	1
9193	obtain	61
9194	obviou	12
9195	obvious	46
9196	obyazatelstv	1
9197	occas	19
9198	occasion	14
9199	occup	9
9200	occupi	16
9201	occur	67
9202	ocean	13
9203	ochoa	3
9204	oct	112
9205	oct2000	1
9206	octob	75
9207	octopu	3
9208	odci	4
9209	odd	10
9210	odeh	1
9211	odium	1
9212	odlon	1
9213	odolon	1
9214	of:	1
9215	off-bal	1
9216	off-camera	1
9217	off-post	1
9218	off-season	2
9219	off-shor	1
9220	off-the-cuff	1
9221	offenc	1
9222	offend	13
9223	offens	16
9224	offer	128
9225	offic	363
9226	office:	7
9227	offici	496
9228	offshoot	1
9229	offshor	11
9230	ofici	1
9231	often-thuggish	2
9232	ofussia	1
9233	ogen	1
9234	ognjen	1
9235	oh	14
9236	ohio	9
9237	oht	2
9238	oik	1
9239	oil	43
9240	oil-consum	1
9241	oil-dril	1
9242	oil-produc	2
9243	oil-rich	3
9244	oil-trad	1
9245	oiler	2
9246	oilfield	1
9247	oili	4
9248	ojdan	3
9249	ok	15
9250	okai	8
9251	okaz	1
9252	okla	2
9253	oklahoma	13
9254	oklia	1
9255	old	78
9256	old-fashion	1
9257	old-styl	1
9258	old-tim	1
9259	olden	1
9260	older	9
9261	oldest	9
9262	oleg	2
9263	olga	3
9264	oliv	4
9265	oliva	2
9266	olive-green	1
9267	olivera	5
9268	olivo	1
9269	oloroc	1
9270	olsen	3
9271	olson	1
9272	olymp	16
9273	olympia	3
9274	olympian	1
9275	omah	1
9276	oman	4
9277	omar	9
9278	ombudsman	4
9279	omen	3
9280	omin	2
9281	omiss	2
9282	omit	2
9283	omnivor	1
9284	on	49
9285	on-court	2
9286	on-scen	1
9287	onal	1
9288	onboard	4
9289	once-bustl	1
9290	once-domin	1
9291	once-formid	2
9292	once-friendli	1
9293	once-margin	1
9294	once-pow	2
9295	once-promin	3
9296	one-by-on	1
9297	one-dai	5
9298	one-hour	2
9299	one-inch	1
9300	one-parti	1
9301	one-quart	3
9302	one-room	1
9303	one-sid	1
9304	one-tenth	1
9305	one-third	3
9306	one-tim	18
9307	one-vot	1
9308	one-wai	1
9309	one-year	1
9310	one:	4
9311	ones:	1
9312	onetim	2
9313	ongo	14
9314	onkar	1
9315	onlin	1
9316	onlook	9
9317	only:	2
9318	onsit	1
9319	onslaught	1
9320	onw	1
9321	onward	1
9322	opec	1
9323	open	268
9324	open-air	7
9325	open-front	2
9326	open-spac	1
9327	openli	16
9328	oper	161
9329	opera	2
9330	opinion	22
9331	opinion:	1
9332	oppon	75
9333	opportun	30
9334	oppos	42
9335	opposit	186
9336	opposition-control	5
9337	opposition-l	1
9338	opposition-run	2
9339	opt	5
9340	optic	2
9341	optim	4
9342	optimist	12
9343	option	37
9344	option:	1
9345	options:	1
9346	opul	3
9347	opusa	1
9348	oracl	1
9349	oral	1
9350	orang	9
9351	orange-reddish	1
9352	orano	1
9353	orat	2
9354	oratori	1
9355	orbit	1
9356	orchard	1
9357	orchestr	4
9358	ordeal	5
9359	order	131
9360	orderli	6
9361	ordin	1
9362	ordinari	16
9363	ordnanc	7
9364	oregon	10
9365	oregon-styl	1
9366	oreman	1
9367	org	13
9368	organ	115
9369	organiz	2
9370	orgi	1
9371	orient	5
9372	origin	46
9373	orissa	1
9374	orlando	4
9375	orlean	1
9376	orphan	1
9377	orrin	2
9378	ortega	2
9379	ortel	1
9380	orthodox	17
9381	orthoped	1
9382	ortiz	3
9383	osama	84
9384	oscar	5
9385	oshima	3
9386	oshman	6
9387	oskinoff	1
9388	oslo	2
9389	osprei	1
9390	osseo	1
9391	ostentati	1
9392	osteochondrosi	1
9393	ostrichlik	1
9394	otpor	2
9395	ottoman	5
9396	ouattara	30
9397	ought	13
9398	oui	1
9399	ouof	1
9400	oust	51
9401	ouster	9
9402	out	2
9403	out-of-st	2
9404	out-serv	1
9405	outboard	3
9406	outbreak	6
9407	outburst	3
9408	outclass	1
9409	outcom	46
9410	outcri	1
9411	outdoor	4
9412	outer	11
9413	outfit	6
9414	outgo	9
9415	outgrowth	2
9416	outgun	1
9417	outlai	1
9418	outlast	4
9419	outlaw	8
9420	outlet	4
9421	outli	1
9422	outlin	8
9423	outliv	1
9424	outmaneuv	3
9425	outmod	1
9426	outnumb	3
9427	outplai	1
9428	outpol	16
9429	outpost	1
9430	outpour	5
9431	output	2
9432	outrag	21
9433	outrais	1
9434	outreach	1
9435	outright	21
9436	outset	4
9437	outsid	175
9438	outskirt	4
9439	outsmart	3
9440	outspend	1
9441	outspent	3
9442	outspoken	4
9443	outstand	2
9444	outster	1
9445	outstrip	1
9446	outtara	1
9447	outvot	1
9448	outward	3
9449	outwardli	1
9450	outweigh	2
9451	oval	4
9452	ovat	1
9453	overabund	1
9454	overal	6
9455	overbil	1
9456	overboard	2
9457	overcam	8
9458	overcom	13
9459	overconfid	3
9460	overcrowd	1
9461	overdo	1
9462	overdu	1
9463	overec	1
9464	overestim	1
9465	overextend	1
9466	overflow	4
9467	overh	1
9468	overhaul	3
9469	overhead	13
9470	overjoi	1
9471	overlap	1
9472	overli	2
9473	overload	3
9474	overlook	8
9475	overnight	25
9476	overpaid	1
9477	overpow	17
9478	overreact	1
9479	overrid	3
9480	overrul	1
9481	overrun	2
9482	oversaw	5
9483	overse	29
9484	oversea	25
9485	overshadow	10
9486	oversight	1
9487	overst	2
9488	overstai	1
9489	overstep	1
9490	overt	3
9491	overtak	2
9492	overtaken	1
9493	overthrew	5
9494	overthrow	9
9495	overthrown	4
9496	overtim	2
9497	overtli	1
9498	overton	1
9499	overtook	1
9500	overtur	2
9501	overturff	1
9502	overturn	16
9503	overwhelm	27
9504	overwhelmingli	2
9505	overwrought	1
9506	overzeal	2
9507	ow	7
9508	owen	9
9509	owhali	1
9510	own	14
9511	owner	20
9512	ownership	1
9513	oxfam	1
9514	oxfamamerica	1
9515	oxygen	1
9516	oyanguren	1
9517	pabl	2
9518	pac	1
9519	pace	10
9520	pacif	15
9521	pack	32
9522	packag	4
9523	pact	7
9524	paddi	12
9525	paddl	1
9526	padella	1
9527	padlock	1
9528	pae	2
9529	page	25
9530	pageantri	2
9531	pager	1
9532	pai	46
9533	paid	30
9534	paig	1
9535	pain	30
9536	painfulli	1
9537	painstak	3
9538	painstakingli	3
9539	paint	11
9540	painter	1
9541	pair	20
9542	pajama	1
9543	pajoli	1
9544	pakistan	30
9545	pakistani	8
9546	palac	24
9547	palacio	2
9548	palanka	3
9549	pale	2
9550	palestin	11
9551	palestinian	47
9552	palestinian-isra	4
9553	palestinian-yemeni	1
9554	pall	2
9555	pallbear	1
9556	palm	4
9557	palm-siz	1
9558	palmer	7
9559	paltri	1
9560	pamper	1
9561	pamphlet	3
9562	pan	4
9563	pan-american	4
9564	panama	24
9565	panamanian	1
9566	panamericana	1
9567	panchal	1
9568	pandya	14
9569	paneagua	2
9570	panel	16
9571	paniagua	35
9572	panic	15
9573	panic-stricken	1
9574	panick	8
9575	pant	1
9576	pantap	1
9577	panther	1
9578	pantsuit	1
9579	paola	3
9580	papandr	2
9581	paper	24
9582	paperwork	2
9583	para-scientif	1
9584	parachut	1
9585	parad	21
9586	paradigm:	1
9587	paradox	1
9588	parafinanci	2
9589	paraguai	3
9590	parallel	6
9591	paralys	1
9592	paralyz	1
9593	paramed	2
9594	paramilitari	10
9595	paranoia	3
9596	paranoiac	1
9597	paraphras	1
9598	parapleg	2
9599	parapolic	2
9600	pardon	91
9601	pardoned:	2
9602	pardons:	1
9603	parent	60
9604	pari	9
9605	pariah	5
9606	parikh	1
9607	parishion	3
9608	park	48
9609	parlanc	3
9610	parlett	1
9611	parliament	58
9612	parliamentari	6
9613	parliamentarian	1
9614	parlor	1
9615	parmar	1
9616	parodi	1
9617	parol	16
9618	part	71
9619	parth	2
9620	parti	186
9621	partial	11
9622	particip	60
9623	particular	31
9624	particularli	41
9625	partisan	3
9626	partisanship	2
9627	partit	2
9628	partli	10
9629	partner	41
9630	partnership	5
9631	parvail	1
9632	pasariavich	1
9633	pascagoula	6
9634	pascual	2
9635	paso	10
9636	pasriavach	1
9637	pasriavich	1
9638	pasricha	1
9639	pass	82
9640	passag	7
9641	passagewai	1
9642	passeng	5
9643	passion	10
9644	passiv	2
9645	passport	9
9646	past	140
9647	pasta	1
9648	pastim	1
9649	pastri	2
9650	pastur	1
9651	pat	13
9652	pataki	1
9653	patch	4
9654	patel	10
9655	patera	1
9656	patern	2
9657	path	17
9658	pathwai	1
9659	patienc	5
9660	patient	19
9661	patriarch	1
9662	patricia	8
9663	patrick	55
9664	patriot	4
9665	patrol	20
9666	patron	1
9667	patronag	2
9668	patt	1
9669	patten	3
9670	pattern	12
9671	patti	6
9672	paubl	1
9673	pauciti	1
9674	paul	25
9675	paula	2
9676	pauli	1
9677	paus	8
9678	paval	1
9679	pave	7
9680	pavel	13
9681	pavelo	1
9682	pavement	4
9683	pavkov	9
9684	pavl	1
9685	payback	1
9686	paycheck	2
9687	payment	14
9688	payn	2
9689	payout	1
9690	payton	1
9691	pb	3
9692	pcp	1
9693	pdci	6
9694	peac	97
9695	peace-mak	1
9696	peacefulli	21
9697	peacekeep	7
9698	peacemak	1
9699	peacetre	1
9700	peacetreesvietnam	1
9701	peach-color	1
9702	peak	1
9703	pearl	1
9704	pearland	2
9705	peas	3
9706	peasant	4
9707	peddl	10
9708	peddler	1
9709	pedestrian	3
9710	pedro	1
9711	peduca	1
9712	peek	1
9713	peer	3
9714	pejor	1
9715	pelev	1
9716	pelki	7
9717	pelt	4
9718	peltier	12
9719	pelvi	1
9720	pen	4
9721	pena	1
9722	penal	4
9723	penalti	19
9724	pencil	1
9725	pend	11
9726	penetr	7
9727	peng	2
9728	peninsula	43
9729	penitentiari	3
9730	penn	3
9731	pennsylvania	27
9732	pension	3
9733	pent	1
9734	pentag	1
9735	pentagon	125
9736	peopl	483
9737	pepper	3
9738	perceiv	10
9739	percent	97
9740	percentag	12
9741	percept	3
9742	perch	6
9743	percol	1
9744	perdu	3
9745	perelman	1
9746	perez	13
9747	perez-pena	1
9748	perfect	14
9749	perfectli	2
9750	perform	28
9751	pergram	1
9752	peril	5
9753	perimet	2
9754	period	43
9755	peripher	1
9756	peris	1
9757	perish	9
9758	perjuri	6
9759	perk	1
9760	perman	15
9761	permiss	3
9762	permit	21
9763	perpetr	8
9764	perpetrators:	1
9765	perpetu	1
9766	persecut	10
9767	persever	3
9768	persian	66
9769	persian-gulf	2
9770	persist	10
9771	person	110
9772	personifi	2
9773	personnel	60
9774	perspect	10
9775	persuad	27
9776	persuas	1
9777	pertain	1
9778	peru	62
9779	peru-fujimori	1
9780	peruano	1
9781	perus	1
9782	peruvian	50
9783	peruvian-born	1
9784	pervas	1
9785	pervers	1
9786	pervez	4
9787	peshawar	1
9788	pessag	1
9789	pessim	2
9790	pessimist	1
9791	pet	3
9792	pete	38
9793	peter	26
9794	petersberg	1
9795	petersburg	8
9796	petersen	2
9797	peterson	10
9798	petier	1
9799	petit	16
9800	petn	1
9801	petrova	1
9802	petti	6
9803	pew	2
9804	pezzor	2
9805	pham	3
9806	pharmaceut	4
9807	pharmaci	2
9808	phase	8
9809	phased-arrai	1
9810	phenomenon	3
9811	pherchevia	1
9812	phieu	7
9813	phil	2
9814	philadelphia	3
9815	philanthrop	3
9816	philanthropi	4
9817	philanthropist	1
9818	philharmon	1
9819	philip	12
9820	philippin	3
9821	phillip	1
9822	philosophi	3
9823	phoenix	3
9824	phone	60
9825	phone-in	2
9826	phone:	1
9827	phonet	1
9828	phoni	2
9829	photo	24
9830	photograph	25
9831	phrase	6
9832	phylli	1
9833	physic	30
9834	physician	5
9835	pick	60
9836	pickax	1
9837	picket	5
9838	pickup	10
9839	picnic	2
9840	picnic-styl	1
9841	pictur	34
9842	picture-tak	1
9843	piec	47
9844	piecem	1
9845	pier	8
9846	pierc	11
9847	pierr	1
9848	pietropaoli	1
9849	pig	5
9850	piggyback	2
9851	pike	1
9852	pile	24
9853	pilfer	1
9854	pilgrim	2
9855	pillar	16
9856	pillori	3
9857	pillow	1
9858	pillowcas	1
9859	pilot	28
9860	pin	9
9861	pincu	3
9862	pine	9
9863	pink	4
9864	pinkish	1
9865	pinochet	1
9866	pinpoint	2
9867	piolin	6
9868	pioneer	2
9869	pipe	6
9870	pipelin	6
9871	piper	1
9872	pistol	8
9873	pit	17
9874	pitch	8
9875	pitch-black	1
9876	pitkowski	1
9877	pittman	1
9878	pittsburg	2
9879	pittsburgh	3
9880	pivot	6
9881	pizza	2
9882	placard	1
9883	placard-wav	2
9884	placat	2
9885	place	216
9886	plagu	10
9887	plai	131
9888	plain	4
9889	plainli	1
9890	plaintiff	1
9891	plaintiv	2
9892	plan	247
9893	planc	1
9894	plane	125
9895	planeload	9
9896	planner	2
9897	plant	19
9898	plantat	4
9899	planter	1
9900	plaster	2
9901	plastic	29
9902	plate	11
9903	plateau	3
9904	platform	19
9905	platt	1
9906	player	53
9907	playoff	1
9908	playwright	2
9909	plaza	2
9910	plead	31
9911	pleas	14
9912	pleasur	8
9913	plebiscit	2
9914	pled	2
9915	pledg	68
9916	pledge:	2
9917	plenti	7
9918	plight	3
9919	ploi	1
9920	plot	25
9921	plotnikov	2
9922	plotter	2
9923	plow	2
9924	plu	19
9925	pluck	3
9926	plug	2
9927	plum	5
9928	plume	3
9929	plummet	6
9930	plung	13
9931	plural	1
9932	plush	1
9933	plust	1
9934	ply	1
9935	pmsea	2
9936	pneumat	2
9937	pock	1
9938	pocket	20
9939	pocketbook	1
9940	podesta	1
9941	podgarica	1
9942	podgorica	3
9943	podium	3
9944	poet	1
9945	poignanc	1
9946	poignant	6
9947	point	183
9948	point-blank	1
9949	point:	4
9950	pointedli	1
9951	pointless	2
9952	pois	6
9953	poison	7
9954	poke	2
9955	poker	1
9956	poland	4
9957	polar	2
9958	pole	7
9959	polic	212
9960	policeman	14
9961	policemen	14
9962	polici	94
9963	policy-mak	3
9964	polish	3
9965	polit	229
9966	politburo	1
9967	politi-	1
9968	politic	3
9969	politica	1
9970	politician	42
9971	politika	5
9972	poll	64
9973	pollard	6
9974	pollincen	1
9975	pollster	4
9976	pollut	3
9977	polo	1
9978	pomp	1
9979	pomp-fil	1
9980	ponchevo	1
9981	poncho	3
9982	ponder	2
9983	pondicherri	2
9984	pontiac	1
9985	ponytail	5
9986	pooh	1
9987	pooh-pooh	1
9988	pool	9
9989	poor	24
9990	poorer	2
9991	poorest	4
9992	poorli	6
9993	pop	1
9994	pop-cultur	1
9995	pope	64
9996	popov	4
9997	popul	48
9998	popular	94
9999	popularli	1
10000	populist	7
10001	por	1
10002	porch	2
10003	porou	1
10004	porridg	1
10005	port	171
10006	port-bas	3
10007	port-sid	4
10008	portabl	2
10009	porter	3
10010	porterag	1
10011	portion	13
10012	portland	7
10013	portman	1
10014	portrai	10
10015	portrait	5
10016	portray	1
10017	portsid	1
10018	portsmouth	5
10019	portuguese-speak	5
10020	pose	25
10021	posh	2
10022	posit	109
10023	position:	2
10024	possess	17
10025	possibl	236
10026	post	69
10027	post-cold	1
10028	post-communist	1
10029	post-deb	3
10030	post-disast	1
10031	post-dispatch	5
10032	post-elect	3
10033	post-independ	1
10034	post-milosev	1
10035	post-mortem	2
10036	post-quak	2
10037	post-soviet	1
10038	post-speech	1
10039	post-tito	1
10040	post-tourna	1
10041	post-traumat	4
10042	post-war	1
10043	postal	2
10044	postcard	1
10045	postelect	1
10046	poster	10
10047	posthum	7
10048	postmatch	2
10049	postmortem	1
10050	postpon	13
10051	postur	4
10052	postwar	1
10053	pot	2
10054	potato	1
10055	potato-peel	1
10056	potent	3
10057	potenti	50
10058	pothol	1
10059	potrai	1
10060	potter	1
10061	pouch	2
10062	poultri	2
10063	pounc	1
10064	pound	25
10065	pour	39
10066	povel	1
10067	poverti	19
10068	poverty-stricken	1
10069	pow	7
10070	pow-mia	4
10071	powel	9
10072	power	323
10073	power:	3
10074	powerbrok	1
10075	powerful:	1
10076	powerfulli	2
10077	powerhous	1
10078	powerless	2
10079	poynter	1
10080	pozarevac	5
10081	practic	39
10082	praddo	1
10083	pradeep	1
10084	pradesh	4
10085	pragmat	4
10086	pragna	1
10087	pragu	1
10088	prai	23
10089	prais	28
10090	prakash	1
10091	pramod	1
10092	prankster	1
10093	prateek	1
10094	pratt	2
10095	pravda	1
10096	prayer	20
10097	pre-dawn	3
10098	pre-elect	3
10099	pre-empt	1
10100	pre-ordain	1
10101	pre-plan	1
10102	pre-posit	1
10103	preach	3
10104	precari	2
10105	precaut	34
10106	precautionari	6
10107	preced	10
10108	precinct	5
10109	preciou	4
10110	precipit	3
10111	precis	19
10112	preclud	1
10113	precondit	3
10114	predat	3
10115	predawn	1
10116	predecessor	7
10117	predgrag	4
10118	predica	1
10119	predict	55
10120	predominantli	1
10121	predrag	1
10122	prefabr	1
10123	prefer	17
10124	pregam	1
10125	pregnanc	1
10126	pregnant	5
10127	prejud	1
10128	prejudg	2
10129	prejudic	1
10130	preliminari	24
10131	prelud	2
10132	prematur	5
10133	premedit	6
10134	premis	2
10135	premium	1
10136	premonit	1
10137	preoccupi	2
10138	preordain	1
10139	prepackag	1
10140	prepar	128
10141	preparatori	1
10142	preplan	3
10143	preposit	1
10144	prerog	2
10145	presag	3
10146	prescrib	3
10147	prescript	10
10148	presenc	36
10149	present	61
10150	preserv	13
10151	presevo	1
10152	presid	547
10153	presiden	1
10154	president-elect	20
10155	presidenti	220
10156	press	120
10157	pressman	1
10158	pressur	74
10159	prestig	1
10160	prestigi	1
10161	presum	35
10162	presumpt	1
10163	preteen	1
10164	pretend	5
10165	pretext	2
10166	pretti	42
10167	prevail	21
10168	prevent	58
10169	preview	2
10170	previou	31
10171	previous	27
10172	pri	10
10173	prianka	1
10174	pribicev	1
10175	price	31
10176	price-fix	1
10177	pricei	1
10178	pride	13
10179	priest	14
10180	primari	15
10181	primarili	1
10182	prime	117
10183	primit	1
10184	princ	8
10185	princeton	2
10186	princip	6
10187	principl	18
10188	principles:	1
10189	prinosil	2
10190	print	5
10191	prior	15
10192	prioriti	40
10193	priscilla	1
10194	prisilla	1
10195	prison	142
10196	prissila	1
10197	pristavkin	4
10198	pristina	5
10199	privaci	4
10200	privat	58
10201	private-sector	1
10202	privi	1
10203	privileg	9
10204	priyanka	1
10205	prize	12
10206	pro	6
10207	pro-	1
10208	pro-act	1
10209	pro-crimin	1
10210	pro-democraci	12
10211	pro-democrat	1
10212	pro-footbal	1
10213	pro-gbagbo	1
10214	pro-govern	1
10215	pro-iraqi	1
10216	pro-israel	2
10217	pro-kremlin	1
10218	pro-milosev	10
10219	pro-ouattara	2
10220	pro-palestinian	4
10221	pro-western	7
10222	proactiv	1
10223	probabl	63
10224	probat	5
10225	probe	32
10226	probiti	1
10227	problem	99
10228	problemat	4
10229	proce	9
10230	procedur	31
10231	proceed	20
10232	process	100
10233	procession	1
10234	proclaim	14
10235	proclaimed:	1
10236	proclaiming:	1
10237	prod	2
10238	prodigi	1
10239	produc	33
10240	product	14
10241	prof	1
10242	profess	2
10243	profession	15
10244	professor	33
10245	professori	1
10246	profil	24
10247	profit	13
10248	profound	3
10249	progeni	1
10250	progenitor	1
10251	program	51
10252	progress	35
10253	prohibit	7
10254	project	26
10255	projectil	1
10256	prokuplj	1
10257	prolifer	1
10258	prolong	8
10259	promila	3
10260	promin	20
10261	promis	103
10262	promises:	1
10263	promot	28
10264	prompt	46
10265	promptli	4
10266	prone	3
10267	pronounc	12
10268	proof	11
10269	prop	2
10270	propag	1
10271	propaganda	19
10272	prope	1
10273	propel	5
10274	propens	1
10275	proper	12
10276	properli	4
10277	properti	12
10278	prophet	2
10279	propon	2
10280	proport	3
10281	proportion	1
10282	propos	27
10283	proposit	7
10284	proprietor	1
10285	propuls	7
10286	proscrib	2
10287	prosecut	33
10288	prosecutor	61
10289	prospect	22
10290	prosper	30
10291	prosperi	1
10292	prostat	2
10293	prote	1
10294	protect	87
10295	protectionist	1
10296	protector	2
10297	protest	130
10298	protestor	9
10299	protic	1
10300	protract	5
10301	proud	15
10302	proudli	2
10303	prove	46
10304	proven	12
10305	provid	98
10306	providian	1
10307	provinc	30
10308	provis	7
10309	provision	4
10310	provoc	4
10311	provok	16
10312	prow	1
10313	prowl	1
10314	proxi	4
10315	prudenc	2
10316	prudent	6
10317	pry	5
10318	psychiatrist	1
10319	psychic	1
10320	psycholog	4
10321	psychologist	3
10322	psychosi	1
10323	ptt	1
10324	public	163
10325	public-transport	2
10326	publicist	1
10327	publicli	27
10328	publish	34
10329	puddl	1
10330	pueblo	2
10331	puerto	2
10332	puff	1
10333	puffed-up	2
10334	pug	1
10335	pull	126
10336	pulpit	1
10337	puls	6
10338	pulver	1
10339	pumahambo	1
10340	pummel	1
10341	pump	10
10342	pumpkin-color	1
10343	punch	12
10344	punctuat	6
10345	punctur	9
10346	puni	1
10347	punish	48
10348	punit	2
10349	puppet	6
10350	purchas	22
10351	purdum	1
10352	pure	7
10353	purebr	2
10354	purg	3
10355	purif	3
10356	purifi	1
10357	purist	1
10358	puritan	1
10359	puriti	1
10360	purpl	4
10361	purport	1
10362	purpos	20
10363	purs	1
10364	pursu	36
10365	pursuit	1
10366	push	66
10367	push-pol	1
10368	put	32
10369	putawai	1
10370	putin	71
10371	putsch	3
10372	putt-putt-putt	1
10373	puzzl	8
10374	pyno	1
10375	pyongyang	1
10376	pyramid	1
10377	pyre	9
10378	qaeda	3
10379	qaida	1
10380	qatar	15
10381	qazi	1
10382	quak	89
10383	quake-crippl	1
10384	quake-damag	1
10385	quake-ravag	1
10386	quake-stricken	1
10387	quake-trigg	3
10388	qualif	4
10389	qualifi	18
10390	qualiti	6
10391	quang	2
10392	quantit	1
10393	quantiti	7
10394	quantum	5
10395	quarantin	1
10396	quarrelsom	2
10397	quarten	1
10398	quarter	26
10399	quarter-centuri	1
10400	quarter-mil	1
10401	quarterback	1
10402	quarterdeck	2
10403	quarterfin	26
10404	quarterfinalist	4
10405	quartet	1
10406	quash	1
10407	quasi	1
10408	qud	1
10409	queen	3
10410	quell	4
10411	queri	1
10412	quest	1
10413	question	209
10414	question-and-answ	4
10415	question:	3
10416	questions:	1
10417	queue	1
10418	quick	34
10419	quick-ei	1
10420	quick-respons	1
